channel_budget_digital,channel_budget_tv,channel_budget_radio,channel_budget_newspaper,sales,spend_frequency,start_date,end_date,duration,roi,engagement_metrics,target_audience_size,demographics,zip_code,seasonality
12.9,184.9,43.9,1.7,20.7,2,2023-03-06,2023-04-22,47,2.191889635,869,60186,4,93664,1
75.6,73.4,17.0,12.9,10.9,0,2023-04-14,2023-06-27,74,1.403675955,872,61807,3,95008,3
37.9,193.7,35.4,75.6,19.2,1,2023-11-02,2024-01-18,77,2.082701748,995,29031,2,93517,2
34.4,220.5,33.2,37.9,20.1,1,2023-09-11,2023-10-24,43,1.391515454,946,50168,4,93541,0
38.9,104.6,5.7,34.4,10.4,1,2023-04-28,2023-06-22,55,0.9908183636,166,30199,4,92333,0
9.0,96.2,14.8,38.9,11.4,1,2023-10-10,2023-12-26,77,0.6000530088,612,72196,3,95415,1
8.7,140.3,1.9,9.0,10.3,0,2023-06-12,2023-09-03,83,1.574830117,682,18492,0,90623,0
44.3,240.1,7.3,8.7,13.2,2,2023-12-03,2024-02-04,63,0.7308693169,373,73742,2,95954,2
11.9,243.2,49.0,44.3,25.4,1,2023-09-23,2023-11-15,53,1.499820985,407,36185,4,96033,0
20.6,38.0,40.3,11.9,10.9,1,2023-02-04,2023-04-01,56,2.884475261,489,69892,0,92881,3
37.0,44.7,25.8,20.6,10.1,2,2023-10-31,2023-12-16,46,1.02593193,175,40130,3,96107,3
48.7,280.7,13.9,37.0,16.1,1,2023-08-19,2023-09-22,34,1.538550152,299,23033,2,95258,0
14.2,121.0,8.4,48.7,11.6,1,2023-07-31,2023-10-01,62,2.951664046,235,20203,1,90732,1
37.7,197.6,23.3,14.2,16.6,2,2023-09-27,2023-11-02,36,1.440643582,572,13380,1,92870,2
9.5,171.3,39.7,37.7,19.0,0,2023-03-11,2023-04-21,41,0.7648828316,934,41728,4,92268,3
5.7,187.8,21.1,9.5,15.6,2,2023-04-03,2023-06-24,82,1.231568402,114,43813,4,91316,3
50.5,4.1,11.6,5.7,3.2,2,2023-12-21,2024-03-03,73,2.444402193,267,11003,4,91977,1
24.3,93.9,43.5,50.5,15.3,0,2023-06-30,2023-09-09,71,2.431288895,192,84057,4,92692,2
45.2,149.8,1.3,24.3,10.1,0,2023-11-05,2023-12-09,34,0.8513851342,174,21320,0,94709,0
34.6,11.7,36.9,45.2,7.3,0,2023-04-10,2023-06-06,57,1.784471845,183,28820,3,95383,0
30.7,131.7,18.4,34.6,12.9,1,2023-05-28,2023-08-24,88,2.807947205,805,56140,4,94702,0
49.3,172.5,18.1,30.7,14.4,1,2023-08-29,2023-10-10,42,0.9164466575,556,27829,4,93261,3
25.6,85.7,35.8,49.3,13.3,0,2023-06-25,2023-08-05,41,0.7857219569,649,42506,2,96050,0
7.4,188.4,18.1,25.6,14.9,2,2023-01-17,2023-02-18,32,1.383891113,43,95995,1,94561,3
5.4,163.5,36.8,7.4,18.0,0,2023-12-01,2024-01-26,56,1.557962685,198,45580,4,95008,3
84.8,117.2,14.7,5.4,11.9,1,2023-12-06,2024-02-12,68,1.190282826,859,32541,4,95950,2
21.6,234.5,3.4,84.8,11.9,2,2023-05-04,2023-06-12,39,2.249104328,293,61463,1,91306,2
19.4,17.9,37.6,21.6,8.0,1,2023-07-03,2023-08-27,55,1.82461229,980,54933,2,92582,3
57.6,206.8,5.2,19.4,12.2,1,2023-10-27,2023-12-30,64,2.493500446,654,27083,0,91326,0
6.4,215.4,23.6,57.6,17.1,0,2023-12-28,2024-02-07,41,2.961298282,712,89948,4,93631,0
18.4,284.3,10.6,6.4,15.0,2,2023-05-08,2023-06-22,45,2.681565157,852,27284,0,90056,0
47.4,50.0,11.6,18.4,8.4,1,2023-08-15,2023-10-18,64,0.7831478204,257,46520,4,93309,0
17.0,164.5,20.9,47.4,14.5,1,2023-10-17,2023-11-17,31,2.493223419,595,12206,2,92259,0
12.8,19.6,20.1,17.0,7.6,1,2023-04-25,2023-06-11,47,1.393121246,625,33062,0,90032,2
13.1,168.4,7.1,12.8,11.7,2,2023-06-19,2023-08-27,69,1.474465016,245,81180,2,90040,3
41.8,222.4,3.4,13.1,11.5,2,2023-08-26,2023-10-28,63,1.508264336,434,58517,1,94580,0
20.3,276.9,48.9,41.8,27.0,2,2023-05-07,2023-06-26,50,0.6282285687,564,33079,0,90742,1
35.2,248.4,30.2,20.3,20.2,2,2023-12-29,2024-02-24,57,0.8057969156,422,12742,3,95639,0
23.7,170.2,7.8,35.2,11.7,1,2023-04-03,2023-06-15,73,1.0055487,326,26356,0,93552,3
17.6,276.7,2.3,23.7,11.8,0,2023-01-29,2023-03-15,45,1.094617788,791,16833,0,93725,2
8.3,165.6,10.0,17.6,12.6,0,2023-01-30,2023-04-24,84,2.687299324,399,87884,1,94514,3
27.4,156.6,2.6,8.3,10.5,2,2023-02-26,2023-05-17,80,0.5348057542,451,26858,0,92551,0
29.7,218.5,5.4,27.4,12.2,2,2023-01-26,2023-02-27,32,2.277824189,15,62752,4,92596,0
71.8,56.2,5.7,29.7,8.7,0,2023-12-12,2024-03-07,86,2.54945819,512,59503,1,92236,2
30.0,287.6,43.0,71.8,26.2,2,2023-07-14,2023-09-28,76,1.663024836,939,79454,1,95251,1
19.6,253.8,21.3,30.0,17.6,2,2023-08-29,2023-11-04,67,1.631431234,362,83087,0,93223,3
26.6,205.0,45.1,19.6,22.6,1,2023-11-11,2024-01-09,59,2.297923198,100,73663,0,92107,2
18.2,139.5,2.1,26.6,10.3,0,2023-01-11,2023-03-29,77,2.399950709,50,87877,1,95926,1
3.7,191.1,28.7,18.2,17.3,2,2023-06-25,2023-09-08,75,2.264367522,76,73446,4,95006,3
23.4,286.0,13.9,3.7,15.9,2,2023-05-05,2023-07-11,67,0.8501011555,263,80536,1,95962,1
5.8,18.7,12.1,23.4,6.7,0,2023-09-05,2023-10-14,39,2.177669518,296,62637,3,92227,1
6.0,39.5,41.1,5.8,10.8,2,2023-01-25,2023-03-26,60,2.732297867,937,38167,3,92707,0
31.6,75.5,10.8,6.0,9.9,1,2023-01-20,2023-03-18,57,1.305099942,918,98331,2,92672,1
3.6,17.2,4.1,31.6,5.9,2,2023-01-28,2023-03-27,58,2.247291389,550,20793,1,91201,2
6.0,166.8,42.0,3.6,19.6,2,2023-02-15,2023-03-18,31,2.956057783,375,78306,2,96028,2
13.8,149.7,35.6,6.0,17.3,1,2023-01-22,2023-04-16,84,2.546024855,884,35872,2,91030,3
8.1,38.2,3.7,13.8,7.6,2,2023-10-07,2023-11-23,47,1.589528903,321,10605,4,93704,0
6.4,94.2,4.9,8.1,9.7,0,2023-03-18,2023-05-17,60,0.831142987,656,64789,0,92384,2
66.2,177.0,9.3,6.4,12.8,2,2023-10-20,2023-12-21,62,0.5859313869,215,76821,3,95542,1
8.7,283.6,42.0,66.2,25.5,2,2023-02-26,2023-04-04,37,1.737630749,670,94897,4,94065,3
69.2,232.1,8.6,8.7,13.4,0,2023-02-18,2023-05-07,78,2.670890516,67,38499,4,90402,2
45.1,230.1,37.8,69.2,22.1,1,2023-06-12,2023-08-16,65,1.076920954,384,88467,3,95007,1
69.3,44.5,39.3,45.1,10.4,0,2023-02-07,2023-04-13,65,2.017853538,609,16568,4,93710,3
58.5,17.2,45.9,69.3,9.3,1,2023-06-23,2023-08-26,64,2.776087912,199,15708,4,92240,3
58.4,151.5,41.3,58.5,18.5,1,2023-01-07,2023-02-10,34,2.783883718,938,73700,0,90010,2
75.0,180.8,10.8,58.4,12.9,1,2023-08-26,2023-11-12,78,1.481589282,288,19926,0,92234,2
23.5,8.7,48.9,75.0,7.2,2,2023-07-18,2023-08-21,34,1.438577037,852,22311,2,93453,3
11.6,57.5,32.8,23.5,11.8,0,2023-09-18,2023-10-21,33,1.04333639,470,18468,2,90501,1
1.0,120.2,19.6,11.6,13.2,2,2023-07-20,2023-09-14,56,1.765996476,164,45242,0,93675,2
21.2,8.6,2.1,1.0,4.8,0,2023-06-01,2023-07-05,34,0.5103165185,515,58153,3,95968,1
24.2,199.8,2.6,21.2,10.6,0,2023-10-19,2024-01-11,84,1.546094053,967,45331,0,92585,0
4.0,66.1,5.8,24.2,8.6,2,2023-02-22,2023-05-22,89,2.968265375,73,58493,1,95050,1
65.9,214.7,24.0,4.0,17.4,2,2023-06-19,2023-08-05,47,2.184075061,563,67556,0,92027,0
7.2,23.8,35.1,65.9,9.2,0,2023-12-11,2024-02-23,74,0.8877839019,412,87242,1,95601,3
46.0,97.5,7.6,7.2,9.7,2,2023-08-28,2023-11-05,69,0.5063369849,291,84045,2,93247,3
52.9,204.1,32.9,46.0,19.0,2,2023-12-03,2024-02-08,67,0.6638431853,73,75864,4,96039,3
114.0,195.4,47.7,52.9,22.4,0,2023-01-09,2023-02-26,48,2.658010545,659,30887,3,93932,1
55.8,67.8,36.6,114.0,12.5,2,2023-11-08,2024-01-11,64,0.9772884929,768,46760,1,92624,3
18.3,281.4,39.6,55.8,24.4,2,2023-02-04,2023-04-27,82,1.852367034,781,98610,3,95073,3
19.1,69.2,20.5,18.3,11.3,0,2023-01-03,2023-02-06,34,1.379446112,978,61963,1,91746,0
53.4,147.3,23.9,19.1,14.6,2,2023-07-21,2023-09-03,44,1.837671905,947,40441,4,93605,3
23.5,218.4,27.7,53.4,18.0,0,2023-08-31,2023-11-15,76,1.384852894,163,54553,1,93626,2
49.6,237.4,5.1,23.5,12.5,2,2023-10-15,2023-11-25,41,2.068105966,613,77468,2,93260,3
26.2,13.2,15.9,49.6,5.6,1,2023-08-30,2023-10-28,59,2.193647937,991,32723,2,95550,0
18.3,228.3,16.9,26.2,15.5,0,2023-02-08,2023-03-27,47,2.174985147,121,63489,2,96051,3
19.5,62.3,12.6,18.3,9.7,1,2023-09-07,2023-11-20,74,2.753958347,979,99045,1,94572,1
12.6,262.9,3.5,19.5,12.0,1,2023-11-21,2023-12-28,37,0.7238966403,551,65071,2,94061,2
22.9,142.9,29.3,12.6,15.0,2,2023-05-26,2023-08-17,83,1.858485626,793,96974,3,95636,3
22.9,240.1,16.7,22.9,15.9,1,2023-03-11,2023-04-23,43,1.931278114,654,65315,4,92570,2
40.8,248.8,27.1,22.9,18.9,1,2023-07-29,2023-09-17,50,2.703510904,733,35529,1,94005,0
43.2,70.6,16.0,40.8,10.5,0,2023-09-08,2023-11-22,75,0.5757085887,13,38563,3,93660,0
38.6,292.9,28.3,43.2,21.4,2,2023-02-07,2023-03-11,32,1.848527175,923,69725,3,92111,3
30.0,112.9,17.4,38.6,11.9,0,2023-08-23,2023-09-23,31,1.344047157,301,49710,4,96048,3
0.3,97.2,1.5,30.0,9.6,2,2023-04-21,2023-06-12,52,2.787199027,383,35422,3,90077,2
7.4,265.6,20.0,0.3,17.4,1,2023-03-15,2023-04-25,41,2.452028958,620,21855,4,95321,1
8.5,95.7,1.4,7.4,9.5,2,2023-02-26,2023-03-28,30,1.340819389,219,55830,2,92251,1
5.0,290.7,4.1,8.5,12.8,1,2023-06-01,2023-07-14,43,2.512460804,42,94475,4,93451,0
45.7,266.9,43.8,5.0,25.4,0,2023-05-28,2023-08-19,83,2.710244478,373,88569,2,93424,0
35.1,74.7,49.4,45.7,14.7,0,2023-12-02,2024-02-27,87,2.697690618,402,72232,1,92805,3
32.0,43.1,26.7,35.1,10.1,2,2023-02-16,2023-05-01,74,2.97115744,801,99330,4,90015,2
31.6,228.0,37.7,32.0,21.5,2,2023-05-18,2023-08-06,80,0.8663604792,21,64426,2,92544,3
38.7,202.5,22.3,31.6,16.6,2,2023-11-29,2024-01-16,48,1.047372168,310,50236,4,90274,2
1.8,177.0,33.4,38.7,17.1,1,2023-05-15,2023-07-01,47,1.639071166,157,32017,0,93260,1
26.4,293.6,27.7,1.8,20.7,2,2023-02-06,2023-03-25,47,1.938782689,761,97135,1,96136,1
43.3,206.9,8.4,26.4,12.9,2,2023-05-22,2023-06-30,39,1.528466384,70,52386,2,90024,2
31.5,25.1,25.7,43.3,8.5,0,2023-12-10,2024-02-16,68,2.316045957,806,72584,4,93460,3
35.7,175.1,22.5,31.5,14.9,0,2023-06-02,2023-07-07,35,2.520748855,380,65145,2,94549,2
18.5,89.7,9.9,35.7,10.6,1,2023-11-25,2024-01-26,62,0.9978899436,160,26926,0,94536,0
49.9,239.9,41.5,18.5,23.2,2,2023-10-20,2023-12-30,71,1.995399905,654,34581,1,90007,1
36.8,227.2,15.8,49.9,14.8,0,2023-04-18,2023-06-04,47,1.669259171,86,86694,3,95230,1
34.6,66.9,11.7,36.8,9.7,1,2023-12-22,2024-02-19,59,0.7659169495,740,34249,3,95117,2
3.6,199.8,3.1,34.6,11.4,2,2023-01-14,2023-02-25,42,1.074129393,322,24361,3,95568,3
39.6,100.4,9.6,3.6,10.7,0,2023-04-11,2023-05-20,39,0.6958753432,139,64704,1,96002,2
58.7,216.4,41.7,39.6,22.6,1,2023-03-08,2023-04-26,49,0.7504580753,897,33279,2,94904,0
15.9,182.6,46.2,58.7,21.2,1,2023-05-02,2023-06-19,48,2.108698028,705,91120,4,90017,2
60.0,262.7,28.8,15.9,20.2,2,2023-09-21,2023-10-25,34,1.389653076,661,63032,2,95492,1
41.4,198.9,49.4,60.0,23.7,1,2023-06-22,2023-09-01,71,1.335322757,588,75615,1,92127,3
16.6,7.3,28.1,41.4,5.5,1,2023-06-10,2023-07-29,49,0.6899436456,318,24142,0,91761,1
37.7,136.2,19.2,16.6,13.2,1,2023-02-23,2023-04-19,55,2.321547401,753,56973,2,90740,1
9.3,210.8,49.6,37.7,23.8,1,2023-01-11,2023-02-28,48,0.8562937993,829,95014,3,96114,1
21.4,210.7,29.5,9.3,18.4,0,2023-09-20,2023-11-01,42,1.787460594,488,90210,0,93453,2
54.7,53.5,2.0,21.4,8.1,2,2023-11-18,2024-01-02,45,2.240597998,964,93377,3,91945,0
27.3,261.3,42.7,54.7,24.2,0,2023-07-30,2023-10-25,87,1.610805438,570,41246,0,91601,0
8.4,239.3,15.5,27.3,15.7,1,2023-02-15,2023-05-14,88,0.8952393586,906,67277,0,95443,2
28.9,102.7,29.6,8.4,14.0,2,2023-08-23,2023-10-16,54,2.88416402,381,46533,4,93615,2
0.9,131.1,42.8,28.9,18.0,0,2023-03-04,2023-05-25,82,2.577897858,331,56538,0,95450,1
2.2,69.0,9.3,0.9,9.3,2,2023-04-04,2023-06-29,86,1.730711095,568,38608,4,94037,3
10.2,31.5,24.6,2.2,9.5,1,2023-10-25,2024-01-04,71,2.06229807,991,94971,2,95365,2
11.0,139.3,14.5,10.2,13.4,2,2023-09-15,2023-10-16,31,2.163749116,513,96622,3,90067,2
27.2,237.4,27.5,11.0,18.9,0,2023-01-26,2023-03-18,51,1.868449874,670,10247,4,92130,3
38.7,216.8,43.9,27.2,22.3,2,2023-09-17,2023-11-28,72,0.9758103838,31,60387,2,95329,0
31.7,199.1,30.6,38.7,18.3,0,2023-05-26,2023-07-13,48,2.82984019,194,25844,1,92106,1
19.3,109.8,14.3,31.7,12.4,0,2023-04-05,2023-06-16,72,1.221029182,625,29316,0,94507,2
31.3,26.8,33.0,19.3,8.8,2,2023-08-14,2023-09-19,36,2.584245841,374,16130,0,91306,2
13.1,129.4,5.7,31.3,11.0,0,2023-05-23,2023-07-17,55,1.631889474,702,88380,1,93638,1
89.4,213.4,24.6,13.1,17.0,0,2023-03-03,2023-05-03,61,0.5484759406,508,42242,4,95979,2
20.7,16.9,43.7,89.4,8.7,1,2023-04-23,2023-06-15,53,2.257048048,498,50351,0,93541,2
14.2,27.5,1.6,20.7,6.9,2,2023-11-14,2023-12-28,44,2.71285795,724,81014,4,90255,2
9.4,120.5,28.5,14.2,14.2,2,2023-03-25,2023-05-10,46,1.428875515,582,70292,2,95559,0
23.1,5.4,29.9,9.4,5.3,1,2023-01-04,2023-03-11,66,2.482232068,748,27846,3,92122,0
22.3,116.0,7.7,23.1,11.0,1,2023-10-13,2023-11-30,48,1.1312115,270,50811,1,94933,0
36.9,76.4,26.7,22.3,11.8,0,2023-03-07,2023-05-16,70,1.17310355,975,61598,0,95118,1
32.5,239.8,4.1,36.9,12.3,2,2023-09-16,2023-11-15,60,2.198860251,699,81683,0,90631,1
35.6,75.3,20.3,32.5,11.3,0,2023-04-21,2023-07-10,80,1.023961839,585,93189,0,91737,0
33.8,68.4,44.5,35.6,13.6,2,2023-05-25,2023-07-29,65,1.626656324,844,99438,0,95250,1
65.7,213.5,43.0,33.8,21.7,1,2023-09-08,2023-11-10,63,1.214856625,109,25071,0,91345,0
16.0,193.2,18.4,65.7,15.2,2,2023-05-26,2023-06-26,31,1.591525213,333,66008,4,95494,3
63.2,76.3,27.5,16.0,12.0,1,2023-12-27,2024-02-14,49,1.515593964,539,48686,2,95689,1
73.4,110.7,40.6,63.2,16.0,2,2023-09-23,2023-12-07,75,1.87999372,512,46461,4,91020,2
51.4,88.3,25.5,73.4,12.9,1,2023-06-20,2023-07-31,41,2.315187928,400,80785,2,92610,2
9.3,109.8,47.8,51.4,16.7,1,2023-10-17,2023-12-09,53,1.449857691,223,85572,4,90049,3
33.0,134.3,4.9,9.3,11.2,0,2023-10-28,2023-12-27,60,2.004357124,869,91930,1,95383,2
59.0,28.6,1.5,33.0,7.3,0,2023-08-08,2023-11-05,89,2.883858265,815,94943,1,91605,2
72.3,217.7,33.5,59.0,19.4,1,2023-09-14,2023-11-21,68,0.9973859074,827,95772,0,95691,3
10.9,250.9,36.5,72.3,22.2,0,2023-10-29,2023-12-14,46,1.821836158,878,55016,3,92694,0
52.9,107.4,14.0,10.9,11.5,0,2023-03-17,2023-05-05,49,0.5025114809,838,73918,4,95562,3
5.9,163.3,31.6,52.9,16.9,0,2023-02-15,2023-04-07,51,2.530570691,31,12873,2,92374,0
22.0,197.6,3.5,5.9,11.7,1,2023-10-08,2023-11-26,49,0.5075728913,775,26186,2,93066,3
51.2,184.9,21.0,22.0,15.5,0,2023-06-15,2023-07-18,33,2.897534385,911,59814,3,91950,2
45.9,289.7,42.3,51.2,25.4,1,2023-01-22,2023-03-03,40,2.14551042,88,86499,4,93250,2
49.8,135.2,41.7,45.9,17.2,1,2023-10-21,2024-01-14,85,2.533742835,738,89472,4,95054,2
100.9,222.4,4.3,49.8,11.7,1,2023-12-31,2024-02-21,52,0.5789767556,946,25681,4,93460,2
21.4,296.4,36.3,100.9,23.8,0,2023-07-14,2023-09-25,73,2.309003533,388,66289,1,96071,3
17.9,280.2,10.1,21.4,14.8,2,2023-07-30,2023-09-21,53,2.095462664,845,19216,3,92372,3
5.3,187.9,17.2,17.9,14.7,1,2023-03-25,2023-05-31,67,2.53356734,813,39120,4,92347,1
59.0,238.2,34.3,5.3,20.7,0,2023-05-06,2023-07-24,79,2.1486085,314,14916,0,95714,0
29.7,137.9,46.4,59.0,19.2,2,2023-03-26,2023-05-27,62,1.244888139,265,48281,0,91207,2
23.2,25.0,11.0,29.7,7.2,2,2023-12-25,2024-02-20,57,2.315608381,967,19783,2,93224,1
25.6,90.4,0.3,23.2,8.7,1,2023-07-28,2023-10-05,69,0.835815588,311,34582,4,90301,3
5.5,13.1,0.4,25.6,5.3,0,2023-01-27,2023-03-04,36,2.609713951,733,54815,2,95655,1
56.5,255.4,26.9,5.5,19.8,1,2023-01-13,2023-03-26,72,1.257141781,256,24504,2,93651,3
23.2,225.8,8.2,56.5,13.4,0,2023-12-03,2024-01-21,49,2.889587073,643,90929,3,94608,1
2.4,241.7,38.0,23.2,21.8,0,2023-02-19,2023-04-08,48,1.299015052,282,93914,1,93553,1
10.7,175.7,15.4,2.4,14.1,0,2023-08-23,2023-10-01,39,2.479697836,429,59859,3,90746,1
34.5,209.6,20.6,10.7,15.9,0,2023-01-10,2023-03-12,61,1.521948718,801,47854,2,93433,1
52.7,78.2,46.8,34.5,14.6,2,2023-07-18,2023-10-04,78,1.212094995,584,12860,2,92703,1
25.6,75.1,35.0,52.7,12.6,2,2023-11-12,2024-01-29,78,1.595870805,117,12729,2,93262,1
14.8,139.2,14.3,25.6,12.2,0,2023-03-06,2023-05-13,68,2.135834748,398,18153,4,92060,1
79.2,76.4,0.8,14.8,9.4,0,2023-01-02,2023-03-01,58,0.7711274693,400,59939,2,90044,2
22.3,125.7,36.9,79.2,15.9,2,2023-01-04,2023-02-16,43,1.206319571,126,15286,1,92384,1
46.2,19.4,16.0,22.3,6.6,0,2023-08-24,2023-10-13,50,1.346546511,151,95737,2,91331,2
50.4,141.3,26.8,46.2,15.5,2,2023-03-16,2023-05-31,76,1.201220916,745,18757,0,96143,3
15.6,18.8,21.7,50.4,7.0,0,2023-06-28,2023-09-05,69,2.535038796,330,76254,2,96015,2
12.4,224.0,2.4,15.6,11.6,1,2023-03-16,2023-04-16,31,1.44805908,665,67298,0,95041,2
74.2,123.1,34.6,12.4,15.2,2,2023-08-30,2023-10-23,54,2.039972829,757,70834,4,92630,3
25.9,229.5,32.3,74.2,19.7,1,2023-02-23,2023-05-03,69,0.8951583483,374,59571,1,92122,3
50.6,87.2,11.8,25.9,10.6,1,2023-01-12,2023-03-19,66,1.257585913,997,64311,1,92507,2
9.2,7.8,38.9,50.6,6.6,2,2023-07-12,2023-10-03,83,0.5909929919,631,78855,1,95954,3
3.2,80.2,0.0,9.2,8.8,0,2023-10-25,2023-12-07,43,0.8973056832,714,67146,2,92880,0
43.1,220.3,49.0,3.2,24.7,2,2023-07-22,2023-09-19,59,1.434213787,138,78094,4,95258,1
8.7,59.6,12.0,43.1,9.7,0,2023-11-23,2023-12-25,32,1.890250946,25,77847,2,91351,2
43.0,0.7,39.6,8.7,1.6,0,2023-07-06,2023-09-05,61,0.9040388592,69,32196,0,91207,2
2.1,265.2,2.9,43.0,12.7,1,2023-11-08,2024-01-15,68,2.214236455,494,12142,3,92656,1
45.1,8.4,27.2,2.1,5.7,0,2023-04-30,2023-07-17,78,2.810430254,519,49302,3,94709,0
65.6,219.8,33.5,45.1,19.6,2,2023-08-13,2023-09-18,36,2.541819318,240,26466,4,92115,2
8.5,36.9,38.6,65.6,10.8,0,2023-05-25,2023-07-03,39,1.08432102,1,90458,0,96022,3
9.3,48.3,47.0,8.5,11.6,0,2023-09-19,2023-11-05,47,2.44353351,682,22596,1,95552,1
59.7,25.6,39.0,9.3,9.5,0,2023-06-10,2023-07-27,47,0.7500326961,530,74988,1,96028,0
20.5,273.7,28.9,59.7,20.8,0,2023-10-10,2023-11-25,46,1.629168306,225,73336,1,94546,2
1.7,43.0,25.9,20.5,9.6,2,2023-10-14,2023-12-21,68,1.758126805,35,23341,3,92691,3
12.9,184.9,43.9,1.7,20.7,0,2023-11-16,2024-02-13,89,2.553452859,378,70363,0,93622,2
75.6,73.4,17.0,12.9,10.9,2,2023-08-06,2023-09-20,45,2.618345015,936,94587,4,90280,0
37.9,193.7,35.4,75.6,19.2,2,2023-10-22,2024-01-15,85,0.6753548625,103,20545,0,94933,1
34.4,220.5,33.2,37.9,20.1,1,2023-02-25,2023-04-19,53,1.815452894,840,34366,3,95986,2
38.9,104.6,5.7,34.4,10.4,2,2023-05-07,2023-06-27,51,1.061039802,230,22945,1,93954,2
9.0,96.2,14.8,38.9,11.4,0,2023-10-01,2023-11-24,54,2.018624458,282,30356,2,90211,3
8.7,140.3,1.9,9.0,10.3,2,2023-11-22,2024-01-15,54,1.798443361,662,76198,1,95569,3
44.3,240.1,7.3,8.7,13.2,0,2023-11-12,2023-12-27,45,2.026841724,3,42050,0,96128,3
11.9,243.2,49.0,44.3,25.4,2,2023-07-22,2023-09-19,59,1.032384899,17,82596,2,93610,2
20.6,38.0,40.3,11.9,10.9,0,2023-07-12,2023-09-25,75,2.627937469,775,99248,4,95351,3
37.0,44.7,25.8,20.6,10.1,2,2023-09-10,2023-10-18,38,2.045666538,838,57263,0,94583,0
48.7,280.7,13.9,37.0,16.1,2,2023-07-22,2023-10-16,86,2.505764953,287,39854,4,90401,2
14.2,121.0,8.4,48.7,11.6,2,2023-06-25,2023-07-29,34,0.518403129,75,97426,0,92401,1
37.7,197.6,23.3,14.2,16.6,1,2023-10-13,2023-12-15,63,2.949011598,889,89776,1,90810,1
9.5,171.3,39.7,37.7,19.0,0,2023-04-21,2023-07-18,88,2.901506697,862,65588,2,96033,3
5.7,187.8,21.1,9.5,15.6,1,2023-05-27,2023-08-20,85,1.01137421,257,82102,4,95417,1
50.5,4.1,11.6,5.7,3.2,2,2023-05-17,2023-08-09,84,1.090962288,69,92731,1,95443,1
24.3,93.9,43.5,50.5,15.3,0,2023-10-24,2023-12-09,46,1.16101016,532,87413,4,90242,0
45.2,149.8,1.3,24.3,10.1,1,2023-12-09,2024-02-24,77,2.190860625,539,40833,3,92154,3
34.6,11.7,36.9,45.2,7.3,2,2023-04-21,2023-06-29,69,0.5345304703,201,27527,1,92504,0
30.7,131.7,18.4,34.6,12.9,2,2023-12-26,2024-03-07,72,1.350940636,968,11770,2,92831,3
49.3,172.5,18.1,30.7,14.4,0,2023-09-12,2023-11-29,78,1.736934673,144,77979,2,96067,2
25.6,85.7,35.8,49.3,13.3,1,2023-12-07,2024-02-06,61,2.292254943,299,83567,0,90067,3
7.4,188.4,18.1,25.6,14.9,2,2023-02-22,2023-05-10,77,0.6626818,409,41445,2,93283,0
5.4,163.5,36.8,7.4,18.0,2,2023-10-25,2023-12-28,64,0.8772965947,309,27104,0,92688,1
84.8,117.2,14.7,5.4,11.9,2,2023-11-25,2024-01-25,61,1.09994723,684,26651,1,95112,1
21.6,234.5,3.4,84.8,11.9,0,2023-08-31,2023-10-20,50,0.899182815,446,60561,4,90706,2
19.4,17.9,37.6,21.6,8.0,1,2023-04-21,2023-07-02,72,1.154887566,345,38916,1,92867,3
57.6,206.8,5.2,19.4,12.2,1,2023-03-10,2023-05-05,56,0.8147133635,874,44744,4,91801,3
6.4,215.4,23.6,57.6,17.1,1,2023-04-14,2023-06-24,71,1.249102025,301,31527,3,95361,3
18.4,284.3,10.6,6.4,15.0,2,2023-12-15,2024-02-02,49,1.531838408,61,22868,3,90232,0
47.4,50.0,11.6,18.4,8.4,2,2023-07-07,2023-09-16,71,0.6610804186,18,91077,3,95624,0
17.0,164.5,20.9,47.4,14.5,2,2023-12-28,2024-03-06,69,0.7297802447,298,48639,3,92604,3
12.8,19.6,20.1,17.0,7.6,2,2023-07-10,2023-08-24,45,2.905267377,969,73525,1,96146,2
13.1,168.4,7.1,12.8,11.7,2,2023-07-06,2023-09-16,72,1.397079951,161,54878,0,95653,1
41.8,222.4,3.4,13.1,11.5,0,2023-08-16,2023-10-17,62,2.398375572,738,70182,3,96003,3
20.3,276.9,48.9,41.8,27.0,0,2023-06-14,2023-09-02,80,1.36283823,276,90471,1,91945,1
35.2,248.4,30.2,20.3,20.2,0,2023-02-14,2023-04-28,73,2.924273491,990,10555,2,93523,3
23.7,170.2,7.8,35.2,11.7,1,2023-01-23,2023-04-18,85,2.488612852,892,72640,1,94576,3
17.6,276.7,2.3,23.7,11.8,0,2023-11-11,2023-12-15,34,0.8039772953,685,87833,2,93664,3
8.3,165.6,10.0,17.6,12.6,1,2023-09-23,2023-11-18,56,1.605439342,244,89845,2,93634,2
27.4,156.6,2.6,8.3,10.5,1,2023-05-30,2023-07-25,56,1.944765962,317,33087,4,95832,1
29.7,218.5,5.4,27.4,12.2,2,2023-02-26,2023-04-15,48,1.166671789,15,56984,4,92808,3
71.8,56.2,5.7,29.7,8.7,1,2023-08-17,2023-11-09,84,2.095430331,472,57950,2,96087,0
30.0,287.6,43.0,71.8,26.2,2,2023-05-08,2023-06-23,46,2.582903122,35,86112,3,95450,0
19.6,253.8,21.3,30.0,17.6,2,2023-08-23,2023-09-30,38,0.9431038946,100,22309,1,95816,3
26.6,205.0,45.1,19.6,22.6,1,2023-04-20,2023-06-13,54,1.553593083,263,65047,4,95119,1
